4010101001;Nama Produk;;Nama Material;;Jumlah Per Karton;Satuan
;;2010202002;STC FLIPTOP INDOMARET BABY 50S FT @4000;;24;PCS
;;2011000001;FLIP TOP WHITE (NEW CHINA) ;;24;PCS
;;;;;;
3050201003;WIP INDOMARET WET WIPES 10S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,01088;KG
;;2010113001;PACKAGING INDOMARET 10S @8275;;108;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;108;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,001668;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,004003;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00417;KG
;;1050200021;PARFUM PREMIUM LD ;0,15%;0,005004;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,007506;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,010008;KG
;;1050100037;CHEMICAL AQUADEST ;99,03%;3,303546;KG
;;;;;;
4020101003;INDOMARET WET WIPES 10S @108;3050201003;WIP INDOMARET WET WIPES 10S ;;108;PCK
;;2010707001;CARTON BOX INDOMARET 10S @108 ;;1;PCS
;;2013100006;PARTISI COAK 2 380 X 200 MM INDOMARET 10S  ;;1;PCS
;;2013100007;PARTISI COAK 2 280 X 200 MM INDOMARET 10S  ;;1;PCS
;;2010607001;PLASTIK PP 20X31 CM ;;0,03771;KG
;;2010600001;STC BARCODE INDOMARET 10S ;;9;PCS
;;;;;;
3050201011;WIP INDOMARET ALCOHOL WIPES 10S ;3020303005;JR FN 40-76 H 20% R/80%P 40 CM;;1,01088;KG
;;2010113004;PACKAGING INDOMARET ALCOHOL WP 10S @8000;;108;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;108;PCS
;3,12741;1050100013;CHEMICAL ETHANOL/ETHYL ALCOHOL ;75,00%;2,501928;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0050039;KG
;;1050100037;CHEMICAL AQUADEST ;24,85%;0,8289721;KG
;;;;;;
3050201011;WIP INDOMARET ALCOHOL WIPES 10S ;3020303005;JR FN 40-76 H 20% R/80%P 40 CM;;1,01088;KG
;;2010113004;PACKAGING INDOMARET ALCOHOL WP 10S @8000;;108;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;108;PCS
;1,250964;1050100018;CHEMICAL ISOPROPYL ALCOHOL (IPA) ;30,00%;1,0007712;KG
;;1050100001;CHEMICAL ABLUMINE/SANISOL ;0,12%;0,0040031;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,10%;0,0033359;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,10%;0,0033359;KG
;;1050100037;CHEMICAL AQUADEST ;69,68%;2,3244579;KG
;;;;;;
4020101004;INDOMARET ALCOHOL WIPES 10S @108;3050201011;WIP INDOMARET ALCOHOL WIPES 10S ;;108;PCK
;;2010707005;CARTON BOX INDOMARET ALCOHOL WIPES 10S ;;1;PCS
;;2010607006;PLASTIK PP 16X25CM ;;18;PCS
;;;;;;
4020102005;INDOMARET SERBET SERBAGUNA 26S @30;3011601005;MR FN 90-14 H 50%R/40%P/10%ES 165 CM HDG;;6,1425;KG
;;2010707004;CARTON BOX SERBET INDOMARET 26S @30 ;;1;PCS
;;2010602001;PLASTIK CRYOPACK IDM SERBET ;;30;PCS
;;2010500010;KERTAS LABEL SERBET INDOMARET ;;30;PCS
;;2010500003;KERTAS LABEL BULAT SERBET INDOMARET ;;30;PCS
;;;;;;
4020201001;MOMAMI ANTI BACTERIAL 30S @48;3020601004;JR FN 50-76 H 50% R/50%P 20 CM;;2,16;KG
;;2010708002;CARTON BOX MOMAMI 30S @48 ;;1;PCS
;;2010112002;PACKAGING MOMAMI ANTI BACTERIAL30S @4545;;48;PCS
;;2010300005;STC REMOVABLE MOMAMI ANTIBACTERIAL @4000;;48;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,20%;0,014256;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,20%;0,014256;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,005346;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0085536;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0057024;KG
;;1050200005;PARFUM BAMBI BABY ;0,05%;0,003564;KG
;;1050100037;CHEMICAL AQUADEST ;99,28%;7,076322;KG
;;;;;;
4020201002;MOMAMI PACIFIER & BOTTLE 30S @48;3020601004;JR FN 50-76 H 50% R/50%P 20 CM;;2,16;KG
;;2010708002;CARTON BOX MOMAMI 30S @48 ;;1;PCS
;;2010112003;PACKAGING MOMAMI PACIFIER & BTL30S @4545;;48;PCS
;;2010300006;STC REMOVABLE MOMAMI PACIFIER WP @4000;;48;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,10%;0,007128;KG
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,07128;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0085536;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,014256;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,05%;0,003564;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,15%;0,010692;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,05%;0,003564;KG
;;1050100036;CHEMICAL XYLITOL C ;0,20%;0,014256;KG
;;1050200027;PARFUM STRAWBERRY YL ;0,01%;0,0007128;KG
;;1050100037;CHEMICAL AQUADEST ;98,12%;6,9939936;KG
;;;;;;
4020201003;MOMAMI SALINE WIPES 30S @48;3020601004;JR FN 50-76 H 50% R/50%P 20 CM;;2,16;KG
;;2010708002;CARTON BOX MOMAMI 30S @48 ;;1;PCS
;;2010112004;PACKAGING MOMAMI SALINE WATER 30S @4545;;48;PCS
;;2010300007;STC REMOVABLE MOMAMI SALINE WATER @4000;;48;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,10%;0,007128;KG
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,07128;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0085536;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,014256;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,05%;0,003564;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,15%;0,010692;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,007128;KG
;;1050100024;CHEMICAL NaCl ;0,90%;0,064152;KG
;;1050200029;PARFUM VITAMIN E OIL ACETATE ;0,05%;0,003564;KG
;;1050100014;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,10%;0,007128;KG
;;1050100037;CHEMICAL AQUADEST ;97,23%;6,9305544;KG
;;;;;;
4020201004;MOMAMI WATER WIPES 30S @48;3020601004;JR FN 50-76 H 50% R/50%P 20 CM;;2,16;KG
;;2010708002;CARTON BOX MOMAMI 30S @48 ;;1;PCS
;;2010112005;PACKAGING MOMAMI WATER WIPES 30S @4545;;48;PCS
;;2010300008;STC REMOVABLE MOMAMI WATER WIPES @4000;;48;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,010692;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,021384;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,04%;0,0028512;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,10%;0,007128;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,014256;KG
;;1050200017;PARFUM MELON FLOWERY 14576 ;0,01%;0,0007128;KG
;;1050100037;CHEMICAL AQUADEST ;99,20%;7,070976;KG
;;;;;;
4020201005;MOMAMI CITRAPELLA WIPES 1S @48X20;;;;;
;;;;;;
4020201006;MOMAMI TOOTH & GUM 1S @48X20;3020601002;JR FN 50-76 H 50% R/50%P 13 CM;;0,5616;KG
;;2010708001;CARTON BOX MOMAMI 1S ;;1;PCS
;;2010112001;PACKAGING MOMAMI TOOTH & GUM 1S @25000;;960;PCS
;;2010503001;INNER BOX MOMAMI TOOTH & GUM 1S ;;48;PCS
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,15%;0,0025483;KG
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;1,00%;0,0169884;KG
;;1050100023;CHEMICAL MONTANOX DF 20/GLYCOSPERSE ;0,12%;0,0020386;KG
;;1050100028;CHEMICAL SODIUM BENZOAT ;0,20%;0,0033977;KG
;;1050100011;CHEMICAL CITRIC ACID ANHYDROUS ;0,05%;0,0008494;KG
;;1050100033;CHEMICAL TRISODIUM CITRATE DIHYDRATE ;0,15%;0,0025483;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,13%;0,0021236;KG
;;1050100036;CHEMICAL XYLITOL C ;0,60%;0,010193;KG
;;1050200008;PARFUM GRAPE FLAVOR ;0,01%;0,0001699;KG
;;1050100037;CHEMICAL AQUADEST ;97,60%;1,6579829;KG
;;;;;;
3050201012;WIP STARDEC WASH GLOVES 4S ;3021901001;JR 70-6H 50% R/40% P/10% ES 15 CM BJHB70T;;0,9072;KG
;;2010117001;PACKAGING STARDEC 4S @4347;;48;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;48;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0027216;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,42%;0,015241;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,0027216;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,20%;0,0072576;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0108864;KG
;;1050100002;CHEMICAL ALLANTOIN ;0,00%;0;KG
;;1050200015;PARFUM LEMON VERBANA ;0,05%;0,0018144;KG
;;1050100037;CHEMICAL AQUADEST ;98,88%;3,5881574;KG
;;;;;;
4020301001;STARDEC WASH GLOVES 4S @48;3050201012;WIP STARDEC WASH GLOVES 4S ;;48;PCK
;;2010714001;CARTON BOX STARDEC 4S+8S ;;1;PCS
;;;;;;
4020301002;STARDEC WASH GLOVES 8S @36;3021201001;JR FN 80-14 H 50%R/40%P/10%ES 15 CM;;1,5552;KG
;;2010714001;CARTON BOX STARDEC 4S+8S ;;1;PCS
;;2010117002;PACKAGING STARDEC 8S @4347;;36;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;36;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0051322;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0082115;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,0051322;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,20%;0,0136858;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0205286;KG
;;1050100002;CHEMICAL ALLANTOIN ;0,10%;0,0068429;KG
;;1050200015;PARFUM LEMON VERBANA ;0,05%;0,0034214;KG
;;1050100037;CHEMICAL AQUADEST ;99,08%;6,7799255;KG
;;;;;;
3050201013;WIP STARDEC WASH GLOVES 8S ;3021901001;JR 70-6H 50% R/40% P/10% ES 15 CM BJHB70T;;0,9072;KG
;;2010117002;PACKAGING STARDEC 8S @4347;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0027216;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,42%;0,015241;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,0027216;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,20%;0,0072576;KG
;;1050100035;CHEMICAL VANTOCIL TG/PHMB 20% ;0,30%;0,0108864;KG
;;1050100002;CHEMICAL ALLANTOIN ;0,00%;0;KG
;;1050200015;PARFUM LEMON VERBANA ;0,05%;0,0018144;KG
;;1050100037;CHEMICAL AQUADEST ;98,88%;3,5881574;KG
;;;;;;
4020301003;STARDEC WASH GLOVES 8S @24;3050201013;WIP STARDEC WASH GLOVES 8S ;;24;PCK
;;2010714001;CARTON BOX STARDEC 4S+8S ;;1;PCS
;;;;;;
4020401002;HYGIENE QUALITY 1S @800;3020301007;JR FN 40-76 H 30% R/70%P 20 CM;;0,896;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;2010116001;PACKAGING HYGIENE QUALITY 1S @13635;;800;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,05152;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0022176;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,03%;0,000887;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,003696;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0035482;KG
;;1050100037;CHEMICAL AQUADEST ;99,65%;2,9464512;KG
;;;;;;
4020401003;HYGIENE QUALITY 1S @1100;3020301007;JR FN 40-76 H 30% R/70%P 20 CM;;1,232;KG
;;2010707008;CARTON BOX INDOMARET 30S ;;1;PCS
;;2010116001;PACKAGING HYGIENE QUALITY 1S @13635;;1100;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,07084;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0030492;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,03%;0,0012197;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005082;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0048787;KG
;;1050100037;CHEMICAL AQUADEST ;99,65%;4,0513704;KG
;;;;;;
4020401004;HYGIENE QUALITY 1S @1200;3020301007;JR FN 40-76 H 30% R/70%P 20 CM;;1,344;KG
;;2010712001;CARTON BOX SABER ;;1;PCS
;;2010116001;PACKAGING HYGIENE QUALITY 1S @13635;;1200;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,07728;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0033264;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,03%;0,0013306;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005544;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0053222;KG
;;1050100037;CHEMICAL AQUADEST ;99,65%;4,4196768;KG
;;;;;;
3050201005;WIP HYGIENE QUALITY 1S ;3020301007;JR FN 40-76 H 30% R/70%P 20 CM;;0,784;KG
;;2010116001;PACKAGING HYGIENE QUALITY 1S @13635;;750;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,001764;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,03%;0,0007056;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,00294;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0028224;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,007056;KG
;;1050100037;CHEMICAL AQUADEST ;99,35%;2,336712;KG
;;;;;;
4020401005;HYGIENE QUALITY 1S @15x50;3050201005;WIP HYGIENE QUALITY 1S ;;750;PCK
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,0483;KG
;;;;;;
4020401006;HYGIENE QUALITY 1S @14x50;3050201005;WIP HYGIENE QUALITY 1S ;;700;PCK
;;2010704001;CARTON BOX FLD HAND SANITIZER 60ML D3.5 ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,04508;KG
;;;;;;
4020401001;HYGIENE QUALITY 1S @12x50;3050201005;WIP HYGIENE QUALITY 1S ;;600;PCK
;;2010704001;CARTON BOX FLD HAND SANITIZER 60ML D3.5 ;;1;PCS
;;2010607002;PLASTIK PP 17X28 CM ;;0,03864;KG
;;;;;;
4020501001;LARISST 50S BND @12X2;3020302002;JR FN 40-76 H 50% R/50%P 20 CM;;1,44;KG
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;2010114002;PACKAGING LARISST 50S @6000;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;2010608005;PLASTIK PRINTING LARISST 50S (16X26X04) ;;12;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,003267;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0052272;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,009801;KG
;;1050200013;PARFUM JOHN BEDTIME ;0,15%;0,006534;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,005445;KG
;;1050100037;CHEMICAL AQUADEST ;99,31%;4,3257258;KG
;;;;;;
3050201004;WIP LARISST 50S ;3020303010;JR 40-76 H 20% R/80%P 36 CM ADPZ40;;1,6848;KG
;;2010114002;PACKAGING LARISST 50S @6000;;36;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;36;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,05%;0,0025272;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,0060653;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,23%;0,0113724;KG
;;1050200013;PARFUM JOHN BEDTIME ;0,15%;0,0075816;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,006318;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,0151632;KG
;;1050100037;CHEMICAL AQUADEST ;99,03%;5,0053723;KG
;;;;;;
4020501002;LARISST 50S BND @18X2;3050201004;WIP LARISST 50S ;;36;PCK
;;2010707010;CARTON BOX LARISST 50S @18X2 (36X33X19) ;;1;PCS
;;2013100010;PARTISI COAK 1 355 X 190 MM LARISST 50S  ;;1;PCS
;;2013100011;PARTISI COAK 2 325 X 190 MM LARISST 50S  ;;1;PCS
;;2010606010;POLYBAG LARISST 50S BND 7/22 @3846;;18;PCS
;;;;;;
4020601001;FREEPORT 1S @600;;;;;
;;;;;;
4020701001;ANDALAN 10S @72;3020202002;JR FN 40-25 D 50% R/50%P 30 CM ANDALAN;;0,67392;KG
;;2010701001;CARTON BOX ANDALAN 10S @72 ;;1;PCS
;;2010125002;PACKAGING ANDALAN 10S  @6666;;72;PCS
;;2010300004;STC REMOVABLE TRANSPARANT ORG @5800;;72;PCS
;;2010607001;PLASTIK PP 20X31 CM ;;0,02514;KG
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,67%;0,0136587;KG
;;1050100034;CHEMICAL TROY CARE PE 91 ;0,80%;0,0163089;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,05%;0,0010193;KG
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,0016309;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,07%;0,001427;KG
;;1050100006;CHEMICAL BETTEL PEPPER LIQUID EXTRACT ;0,40%;0,0081544;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,0020386;KG
;;1050100020;CHEMICAL LACTID ACID ;0,10%;0,0020386;KG
;;1050100025;CHEMICAL PEPPERMINT GLYCOLIC EXTRACT ;0,20%;0,0040772;KG
;;1050200016;PARFUM LOVE STORY ;0,05%;0,0010193;KG
;;1050100037;CHEMICAL AQUADEST ;97,48%;1,9872351;KG
;;;;;;
4020701002;ANDALAN 1S @750;3020202002;JR FN 40-25 D 50% R/50%P 30 CM ANDALAN;;0,9;KG
;;2010125001;PACKAGING ANDALAN 1S  @8695;;750;Pcs
;;2010701002;CARTON BOX ANDALAN 1S  ;;1;Pcs
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,67%;0,0182408;Kg
;;1050100034;CHEMICAL TROY CARE PE 91 ;0,80%;0,02178;Kg
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO ;0,05%;0,0013613;Kg
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,002178;Kg
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,07%;0,0019058;Kg
;;1050100006;CHEMICAL BETTEL PEPPER LIQUID EXTRACT ;0,40%;0,01089;KG
;;1050100008;CHEMICAL CHAMOMILE EXTRACT ;0,10%;0,0027225;Kg
;;1050100020;CHEMICAL LACTID ACID ;0,10%;0,0027225;KG
;;1050100025;CHEMICAL PEPPERMINT GLYCOLIC EXTRACT ;0,20%;0,005445;Kg
;;1050200016;PARFUM LOVE STORY ;0,05%;0,0013613;KG
;;1030200001;BREATHABLE FILM 30GSMX1630MM ;97,48%;2,653893;KG
;;;;;;
4020801001;VITAFLOW 25S @117;3020403001;JR FN 45-25D 70% R/30%P 20 CM VF;;3,94875;KG
;;2010715001;CARTON BOX VITAFLOW ;;1;PCS
;;2010505001;INNER BOX VITAFLOW 25S SMALL ;;117;PCS
;;2010605001;POF WRAPPING VITAFLOW BABY DRY WP 25S ;;117;PCS
;;;;;;
4020801002;VITAFLOW 100S @36;3020403001;JR FN 45-25D 70% R/30%P 20 CM VF;;15,795;KG
;;2010715001;CARTON BOX VITAFLOW ;;1;PCS
;;2010505002;INNER BOX VITAFLOW 100S MEDIUM ;;36;PCS
;;2010605002;POF WRAPPING VITAFLOW BABY DRY WP 100S ;;36;PCS
;;;;;;
4020801003;VITAFLOW 200S @18;3020403001;JR FN 45-25D 70% R/30%P 20 CM VF;;31,59;KG
;;2010715001;CARTON BOX VITAFLOW ;;1;PCS
;;2010505002;INNER BOX VITAFLOW 100S MEDIUM ;;18;PCS
;;2010605003;POF WRAPPING VITAFLOW BABY DRY WP 200S ;;18;PCS
;;;;;;
4020901001;BELLVADA ULTIMATE 30S @45;3020503008;JR FN 45-76 H 50% R/50%P 30 CM;;1,8225;KG
;;2010717001;CARTON BOX HOUSE BRAND 10S ;;1;PCS
;;2010120001;PACKAGING BELLVADA 30S @5882;;45;PCS
;;2010300010;STC REMOVABLE BELLVADA ULTIMATE ;;45;PCS
;;1050100026;CHEMICAL PROPYLENE GLYCOL ;0,50%;0,0350831;KG
;;1050100034;CHEMICAL TROY CARE PE 91 ;0,60%;0,0420998;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,10%;0,0070166;KG
;;1050100014;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,50%;0,0350831;KG
;;1050200029;PARFUM VITAMIN E OIL ACETATE ;0,10%;0,0070166;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,15%;0,0105249;KG
;;1050100004;CHEMICAL AMISOFT ECS 22 ;0,15%;0,0105249;KG
;;1050200010;PARFUM GREEN TEA ;0,10%;0,0070166;KG
;;1050100037;CHEMICAL AQUADEST ;97,80%;6,8622593;KG
;;;;;;
3050201010;WIP SHINECOAT CAT WET WIPES 50S ;3020302002;JR FN 40-76 H 50% R/50%P 20 CM;;1,44;KG
;;2010115002;PACKAGING SHINE COAT CAT WETWP 50S @4545;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,00324;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005184;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,00324;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,05%;0,00216;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,0054;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,01296;KG
;;1050100037;CHEMICAL AQUADEST ;99,26%;4,287816;KG
;;;;;;
4021001001;SHINECOAT CAT WET WIPES 50S @24;3050201009;WIP SHINECOAT DOG WET WIPES 50S ;;24;PCK
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;;;;;
3050201009;WIP SHINECOAT DOG WET WIPES 50S ;3020302002;JR FN 40-76 H 50% R/50%P 20 CM;;1,44;KG
;;2010115001;PACKAGING SHINE COAT DOG WETWP 50S @4545;;24;PCS
;;2010300013;STC REMOVABLE TRANSPARANT 38X70 MM @5400;;24;PCS
;;1050100003;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,08%;0,00324;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,12%;0,005184;KG
;;1050100029;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,08%;0,00324;KG
;;1050200006;PARFUM CITRON LEMON R 0311172 ;0,05%;0,00216;KG
;;1050100007;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,13%;0,0054;KG
;;1050100017;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,30%;0,01296;KG
;;1050100037;CHEMICAL AQUADEST ;99,26%;4,287816;KG
;;;;;;
4021001002;SHINECOAT DOG WET WIPES 50S @24;3020302002;JR FN 40-76 H 50% R/50%P 20 CM;;24;PCK
;;2010717002;CARTON BOX 37X33X17 CM (HB 50S) ;;1;PCS
;;;;;;
3050201006;WIP GLOVECLEAN 2S ;3021901001;JR 70-6H 50% R/40% P/10% ES 15 CM BJHB70T;;0,9072;KG
;;2010124001;PACKAGING GLOVE CLEAN 2S @5000;;96;PCS
