Kode Produk;Nama Produk;Nama Material;Jumlah Per Karton;Satuan
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0074844;KG
;;CHEMICAL TROY CARE PE 91 ;0,0449064;KG
;;CHEMICAL ETHANOL/ETHYL ALCOHOL ;0,224532;KG
;;PARFUM JASMINE ;0,0037422;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0056133;KG
;;CHEMICAL AMISOFT ECS 22 ;0,0224532;KG
;;CHEMICAL AQUADEST ;7,0648994;KG
;;;;
4021701001;SD WASH GLOVES 2S @72;JR FN 80-6 H 50%R/40%P/10%ES 15 CM;0,6804;KG
;;PACKAGING SD WASH GLOVES 2S @5000;72;Pcs
;;CARTON BOX SD WASH GLOVES 2S & 4S ;1;Pcs
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0040824;Kg
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,013608;Kg
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0040824;Kg
;;CHEMICAL TROY CARE PE 91 ;0,0163296;Kg
;;PARFUM INTENSIVE SOFT 1 E20009234 ;0,0027216;Kg
;;CHEMICAL PROPYLENE GLYCOL ;0,013608;Kg
;;CHEMICAL AQUADEST ;2,667168;Kg
;;;;
4021701002;SD WASH GLOVES 4S @48;JR FN 80-6 H 50%R/40%P/10%ES 15 CM;0,9072;KG
;;PACKAGING SD WASH GLOVES 4S @4762;48;Pcs
;;CARTON BOX SD WASH GLOVES 2S & 4S ;1;Pcs
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0054432;Kg
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,018144;Kg
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0054432;Kg
;;PARFUM INTENSIVE SOFT 1 E20009234 ;0,0036288;KG
;;CHEMICAL PROPYLENE GLYCOL ;0,018144;Kg
;;CHEMICAL TROY CARE PE 91 ;0,0217728;Kg
;;CHEMICAL AQUADEST ;3,556224;Kg
;;;;
4030101002;KAIN SPUNBOND BREATHABLE 152 CM @500;;;
4030102001;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;;;
4030102002;KAIN SLS EX HAGIHARA /SFSH 130 CM ;;;
4030102003;KAIN SLS EX HAGIHARA /SFSH 134 CM ;;;
4030102004;KAIN SLS EX HAGIHARA /SFSH 143 CM ;;;
4030201001;FALMED APD SFS SEAL SIZE S ;;;
4030202001;FALMED APD SFS NON SEAL SIZE S ;;;
4030300001;FALMED SHOE COVER  ;;;
4030400001;FALMED SURGICAL GOWN  ;;;
4030500001;FALMED APPRON  ;;;
4040101001;SPUNLACE  100% P 35 GSM WHITE W: 1380 MM;JR FN 35-76 H 100% P 138 CM (DWA);0,0483;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;CARTON BULAT;2;PCS
;;;;
4040101002;SPUNLACE  100% P 35 GSM WHITE W: 1470 MM;JR FN 35-76 H 100% P 147 CM (DWA);0,05145;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
4040101003;SPUNLACE  100% P 35 GSM WHITE W: 1500 MM;JR FN 35-76 H 100% P 150 CM (DWA);0,0525;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
4040101004;SPUNLACE  100% P 35 GSM WHITE W: 1600 MM;MR FN 40-76 H 100%R 160 CM;0,056;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
4040101005;SPUNLACE  100% P 35 GSM WHITE W: 1440 MM;JR FN 35-76 H 100% P 144 CM (DWA);0,056;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
4040201001;SPUNLACE  50%R/50%P 40GSMWHITE W: 120 CM;JR FN 40-76 H 50% R/50%P 120 CM MSD;1;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
4030101001;KAIN SPUNBOND BREATHABLE 160 CM @500;SPUNBOND LAMINASI 30GSMX1610MM ;1;M
;;BREATHABLE FILM 30GSMX1630MM ;1;M
;;GLUE LAMINASI CM929V9U @20KG;0,008;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
4030101003;KAIN SPUNBOND BREATHABLE 30 CM @500;KAIN SPUNBOND BREATHABLE 160 CM @500;0,2;M
;;PLASTIK PE 90 CM ;0,0002;KG
;;;;
4030103001;KAIN SURGICALGOWN BREATHABLE 160 CM ;SPUNBOND MASKER 25GSMX1600MM BIRU ;1;M
;;BREATHABLE FILM 30GSMX1630MM ;1;M
;;GLUE LAMINASI CM929V9U @20KG;0,008;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,000445;KG
;;;;
;;;;
4011101001;GENERAL WIPES 45S BTL NON ALCOHOL-BATIK @16;MR FN 45-76 H 50%R/50%P 152 CM;0,81;KG
;;BOTOL FALMED 45S ;16;PCS
;;CAP BOTOL FALMED 45S ;16;PCS
;;STC LABEL GENERAL WET WIPES BTL - BATIK ;16;PCS
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;CUP SEAL ALU POLOS 500 M ;0,0032;ROLL
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0020048;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0032076;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008019;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0040095;KG
;;PARFUM GREEN TEA ;0,002673;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0040095;KG
;;CHEMICAL AQUADEST ;2,6490767;KG
;;;;
4011101002;GENERAL WIPES 45S BTL NON ALCOHOL-HITAM @16;MR FN 45-76 H 50%R/50%P 152 CM;0,81;KG
;;BOTOL FALMED 45S ;16;PCS
;;CAP BOTOL FALMED 45S ;16;PCS
;;STC LABEL GENERAL WET WIPES BTL - HITAM ;16;PCS
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;CUP SEAL ALU POLOS 500 M ;0,0032;ROLL
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0020048;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0032076;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008019;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0040095;KG
;;PARFUM GREEN TEA ;0,002673;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0040095;KG
;;CHEMICAL AQUADEST ;2,6490767;KG
;;;;
4011101003;GENERAL WIPES 45S BTL NON ALCOHOL-DAUN @16;MR FN 45-76 H 50%R/50%P 152 CM;0,81;KG
;;BOTOL FALMED 45S ;16;PCS
;;CAP BOTOL FALMED 45S ;16;PCS
;;STC LABEL GENERAL WET WIPES BTL - DAUN ;16;PCS
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;CUP SEAL ALU POLOS 500 M ;0,0032;ROLL
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,0020048;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0032076;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008019;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,0040095;KG
;;PARFUM GREEN TEA ;0,002673;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,0040095;KG
;;CHEMICAL AQUADEST ;2,6490767;KG
;;;;
4011102001;GENERAL WIPES 45S BTL ALCOHOL-BATIK @16;MR FN 45-76 H 50%R/50%P 152 CM;0,81;KG
;;BOTOL FALMED 45S ;16;PCS
;;CAP BOTOL FALMED 45S ;16;PCS
;;STC LABEL GENERAL WET WIPES BTL - BATIK ;16;PCS
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;CUP SEAL ALU POLOS 500 M ;0,0032;ROLL
;;CHEMICAL ETHANOL/ETHYL ALCOHOL ;1,41669;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,013365;KG
;;PARFUM GREEN TEA ;0,002673;KG
;;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,005346;KG
;;CHEMICAL AQUADEST ;1,234926;KG
;;;;
4011102002;GENERAL WIPES 45S BTL ALCOHOL-HITAM @16;MR FN 45-76 H 50%R/50%P 152 CM;0,81;KG
;;BOTOL FALMED 45S ;16;PCS
;;CAP BOTOL FALMED 45S ;16;PCS
;;STC LABEL GENERAL WET WIPES BTL - HITAM ;16;PCS
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;CUP SEAL ALU POLOS 500 M ;0,0032;ROLL
;;CHEMICAL ETHANOL/ETHYL ALCOHOL ;1,41669;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,013365;KG
;;PARFUM GREEN TEA ;0,002673;KG
;;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,005346;KG
;;CHEMICAL AQUADEST ;1,234926;KG
;;;;
4011102003;GENERAL WIPES 45S BTL ALCOHOL-DAUN @16;MR FN 45-76 H 50%R/50%P 152 CM;0,81;KG
;;BOTOL FALMED 45S ;16;PCS
;;CAP BOTOL FALMED 45S ;16;PCS
;;STC LABEL GENERAL WET WIPES BTL - DAUN ;16;PCS
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;CUP SEAL ALU POLOS 500 M ;0,0032;ROLL
;;CHEMICAL ETHANOL/ETHYL ALCOHOL ;1,41669;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,013365;KG
;;PARFUM GREEN TEA ;0,002673;KG
;;CHEMICAL FLORAESTER K-20 W JOJOBA ;0,005346;KG
;;CHEMICAL AQUADEST ;1,234926;KG
;;;;
4011103001;ANTIBACTERIAL WET WIPES 1S-PUTIH @24X30;JR FN 40-76 H 20% R/80%P 18 CM;0,67392;KG
;;PACKAGING CENTER SEAL 1S - PUTIH @14018;720;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004114282;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008228563;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003291425;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001371427;KG
;;PARFUM GREEN TEA ;0,005485709;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,008228563;KG
;;CHEMICAL AQUADEST ;2,712134431;KG
;;;;
4011103002;ANTIBACTERIAL WET WIPES 1S-HITAM @24X30;JR FN 40-76 H 20% R/80%P 18 CM;0,67392;KG
;;PACKAGING CENTER SEAL 1S - HITAM @14018;720;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004114282;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008228563;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003291425;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001371427;KG
;;PARFUM GREEN TEA ;0,005485709;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,008228563;KG
;;CHEMICAL AQUADEST ;2,712134431;KG
;;;;
4011103003;ANTIBACTERIAL WET WIPES 1S-DAUN @24X30;JR FN 40-76 H 20% R/80%P 18 CM;0,67392;KG
;;PACKAGING CENTER SEAL 1S - DAUN @14018;720;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004114282;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008228563;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003291425;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001371427;KG
;;PARFUM GREEN TEA ;0,005485709;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,008228563;KG
;;CHEMICAL AQUADEST ;2,712134431;KG
;;;;
4011103004;ANTIBACTERIAL WET WIPES 1S-MARBLE @24X30;JR FN 40-76 H 20% R/80%P 18 CM;0,67392;KG
;;PACKAGING CENTER SEAL 1S - MARBLE @14018;720;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004114282;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008228563;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003291425;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001371427;KG
;;PARFUM GREEN TEA ;0,005485709;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,008228563;KG
;;CHEMICAL AQUADEST ;2,712134431;KG
;;;;
4011103005;ANTIBACTERIAL WET WIPES 1S-ABSTRAK @24X30;JR FN 40-76 H 20% R/80%P 18 CM;0,67392;KG
;;PACKAGING CENTER SEAL 1S - ABSTRAK @14018;720;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004114282;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008228563;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003291425;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001371427;KG
;;PARFUM GREEN TEA ;0,005485709;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,008228563;KG
;;CHEMICAL AQUADEST ;2,712134431;KG
;;;;
4011103006;ANTIBACTERIAL WET WIPES 1S-KOTAK @24X30;JR FN 40-76 H 20% R/80%P 18 CM;0,67392;KG
;;PACKAGING CENTER SEAL 1S - KOTAK @14018;720;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,004114282;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,008228563;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003291425;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,001371427;KG
;;PARFUM GREEN TEA ;0,005485709;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,008228563;KG
;;CHEMICAL AQUADEST ;2,712134431;KG
;;;;
4011103007;ANTIBACTERIAL WET WIPES 1S-PUTIH @24X25;JR FN 40-76 H 20% R/80%P 20 CM;0,624;KG
;;PACKAGING CENTER SEAL 1S - PUTIH @14018;600;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00380952;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,00761904;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003047616;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00126984;KG
;;PARFUM GREEN TEA ;0,00507936;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00761904;KG
;;CHEMICAL AQUADEST ;2,511235584;KG
;;;;
4011103008;ANTIBACTERIAL WET WIPES 1S-HITAM @24X25;JR FN 40-76 H 20% R/80%P 20 CM;0,624;KG
;;PACKAGING CENTER SEAL 1S - HITAM @14018;600;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00380952;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,00761904;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003047616;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00126984;KG
;;PARFUM GREEN TEA ;0,00507936;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00761904;KG
;;CHEMICAL AQUADEST ;2,511235584;KG
;;;;
4011103009;ANTIBACTERIAL WET WIPES 1S-DAUN @24X25;JR FN 40-76 H 20% R/80%P 20 CM;0,624;KG
;;PACKAGING CENTER SEAL 1S - DAUN @14018;600;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00380952;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,00761904;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003047616;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00126984;KG
;;PARFUM GREEN TEA ;0,00507936;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00761904;KG
;;CHEMICAL AQUADEST ;2,511235584;KG
;;;;
4011103010;ANTIBACTERIAL WET WIPES 1S-MARBLE @24X25;JR FN 40-76 H 20% R/80%P 20 CM;0,624;KG
;;PACKAGING CENTER SEAL 1S - MARBLE @14018;600;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00380952;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,00761904;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003047616;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00126984;KG
;;PARFUM GREEN TEA ;0,00507936;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00761904;KG
;;CHEMICAL AQUADEST ;2,511235584;KG
;;;;
4011103011;ANTIBACTERIAL WET WIPES 1S-ABSTRAK @24X25;JR FN 40-76 H 20% R/80%P 20 CM;0,624;KG
;;PACKAGING CENTER SEAL 1S - ABSTRAK @14018;600;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00380952;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,00761904;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003047616;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00126984;KG
;;PARFUM GREEN TEA ;0,00507936;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00761904;KG
;;CHEMICAL AQUADEST ;2,511235584;KG
;;;;
4011103012;ANTIBACTERIAL WET WIPES 1S-KOTAK @24X25;JR FN 40-76 H 20% R/80%P 20 CM;0,624;KG
;;PACKAGING CENTER SEAL 1S - KOTAK @14018;600;PCS
;;PLASTIK PP 16X25CM ;0,06504;KG
;;CARTON BOX WETKINS 50S ;1;PCS
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00380952;KG
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,00761904;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,003047616;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,00126984;KG
;;PARFUM GREEN TEA ;0,00507936;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00761904;KG
;;CHEMICAL AQUADEST ;2,511235584;KG
;;;;
3040200001;KAIN SL 100GSMX165CM (FN70-6H) BL ;MR FN 70-6 H 70%R/30%P BL 165 CM;0,7;KG
;;BREATHABLE FILM 30GSMX1630MM ;0,3;KG
;;GLUE LAMINASI CM929V9U @20KG;0,05;KG
;;;;
3040200002;KAIN SL 100GSMX165CM (FN70-6H) WG ;MR FN 70-6 H 50%R/42.5P/7.5%ES WG 165 CM;0,7;KG
;;BREATHABLE FILM 30GSMX1630MM ;0,3;KG
;;GLUE LAMINASI CM929V9U @20KG;0,05;KG
;;;;
3060200001;JR SL 100GSMX75CM (FN70-6H) ;KAIN SL 100GSMX165CM (FN70-6H) BL ;0,5;M
;;;;
4021301002;BED LINER ROLL GSM 100 (70-6H) L:75CMXP300M ;JR SL 100GSMX75CM (FN70-6H) ;1;M
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,11125;KG
;;;;
3040100007;KAIN SF 100GSMX165CM (FN70-25D) ;MR FN 70-25 D 50%R/42.5%P/7.5%ES 165 CM;0,1155;KG
;;LDPE SUMIKATHENE L705 @25KG;0,048;KG
;;;;
3040100008;KAIN SF 100GSMX30CM (FN70-25D) ;KAIN SF 100GSMX165CM (FN70-25D) ;0,2;M
;;;;
4010230002;RAJAWALI UNDERPAD 30X75 @10;KAIN SF 100GSMX30CM (FN70-25D) ;75;M
;;PLASTIK PP 35X52 CM ;10;PCS
;;CONES COKLAT 77X4X360MM ;10;PCS
;;KARUNG BAGOR  ;1;PCS
;;;;
4030201005;FALMED APD SFS SEAL ALL SIZE ;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;3,5;M
;;STC LABEL APD FALMED + ;1;PCS
;;CARTON BOX 37X33X17 CM (HB 50S) ;0,2;PCS
;;;;
4030202005;FALMED APD SFS NON SEAL ALL SIZE ;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;3,5;M
;;STC LABEL APD FALMED + ;1;PCS
;;CARTON BOX 37X33X17 CM (HB 50S) ;0,2;PCS
;;;;
4030203001;FALMED APD SB SEAL ALL SIZE ;KAIN SPUNBOND BREATHABLE 160 CM @500;3;M
;;STC LABEL APD FALMED + ;1;PCS
;;CARTON BOX 37X33X17 CM (HB 50S) ;0,1;PCS
;;;;
4030204001;FALMED APD SB NON SEAL ALL SIZE ;KAIN SPUNBOND BREATHABLE 160 CM @500;3;M
;;STC LABEL APD FALMED + ;1;PCS
;;CARTON BOX 37X33X17 CM (HB 50S) ;0,1;PCS
;;;;
4030400001;FALMED SURGICAL GOWN  ;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;1,8;M
;;STC LABEL APD FALMED + ;1;PCS
;;CARTON BOX 37X33X17 CM (HB 50S) ;0,1;PCS
;;;;
4010231001;FLD BED LINER FN70-6H L:75CMXP155CM 10S @4;KAIN SF 100GSMX75CM (FN70-6H) ;62;M
;;CARTON BOX FLD BED LINER ;1;PCS
;;INNER BOX FLD UNDERPAD/BED LINER ;4;PCS
;;PLASTIK PE 90 CM ;0,445;KG
;;;;
4040202001;SPUNLACE  100% R 40 GSM WHITE W: 21 CM;JR FN 40-76 H 100% R 21 CM;1;KG
;;;;
;;;;
4021802001;AMB KASSA NON WOVEN 13X28 100S @12;JR FN 40-25 D 50% R/50%P 13 CM;1,7472;KG
;;PLASTIK PP 20X31 CM ;0,05028;KG
;;CARTON BOX WETKINS 10S @108 ;1;PCS
;;;;
4021802002;AMB KASSA NON WOVEN 11X28 100S @20;JR FN 40-25 D 50% R/50%P 11 CM;2,464;KG
;;PLASTIK PP 20X31 CM ;0,0838;KG
;;CARTON BOX WETKINS 10S @108 ;1;PCS
;;;;
3050201017;WIP QUEEN  SACHET RESTAURANT 1S ;JR FN 40-76 H 50% R/50%P 20 CM;1,44;KG
;;PACKAGING QUEEN 1S @7407;900;PCS
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,002376;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,0057024;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,007128;KG
;;PARFUM CITRON LEMON R 0311172 ;0,004752;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00594;KG
;;CHEMICAL AQUADEST ;4,7261016;KG
;;;;
4021901001;QUEEN SACHET RESTAURANT 1S @18X50;WIP QUEEN  SACHET RESTAURANT 1S ;900;PCK
;;PLASTIK PP 20X31 CM ;0,07542;KG
;;CARTON BOX HOUSE BRAND 10S ;1;PCS
;;;;
4040202002;SPUNLACE  100% R 40 GSM W:45 CM L:1000M;JR FN 40-76 H 100% R 45 CM;1;KG
;;STRECH FILM PLASTIK WRAPPING 17 MIC ;0,00412037;KG
;;;;
4022001001;SIGPRO WASH GLOVES 4S @8X6;JR FN 80-25 D 50%R/40%P/10%ES 15 CM;1,0368;KG
;;PACKAGING SIGPRO WASH GLOVES 4S @4761;48;PCS
;;STC REMOVABLE TRANSPARANT 38X70 MM @5400;48;PCS
;;PLASTIK PP 18X31 CM ;0,02592;KG
;;CARTON BOX SIGPRO WASH GLOVES;1;PCS
;;CHEMICAL VANTOCIL TG/PHMB 20% ;0,01368576;KG
;;CHEMICAL CETHYL PYRIDINIUM CHLORIDE ;0,00684288;KG
;;CHEMICAL ISOCIL/SUPGUARD/TROYCARE BC 04/MERGAL/GLOCIDE CMIT ;0,005474304;KG
;;CHEMICAL ALOE VERA EXTRACT MME 001B ;0,003649536;KG
;;CHEMICAL TAGAT CH40/PEG 40 HCO/MATPERS HP382 ;0,00684288;KG
;;PARFUM GREEN TEA ;0,00684288;KG
;;CHEMICAL AQUADEST ;4,51858176;KG
;;;;
4050100001;BANTAL SYNTEC GOOOSE DOWN SYNTETIC 45X65 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,27;M
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0026;PCS
;;PLASTIK PE 50X75 CM 70 MICRON ;0,05;KG
;;KERTAS LABEL SYNTEC GOOSE DOWN ;1;PCS
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,08;M
;;POLYESTER 7DX64MM TRIKARSA ;0,35;KG
;;RECYCLE FIBER  ;0,35;KG
;;;;
4050100003;BANTAL SYNTEC GOOOSE DOWN S 100%W 45X65 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,27;M
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0026;PCS
;;PLASTIK PE 50X85 CM 70 MICRON ;0,058823529;KG
;;KERTAS LABEL SYNTEC GOOSE DOWN ;1;PCS
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,16;M
;;RECYCLE FIBER  ;0,75;KG
;;;;
4050100002;BANTAL SYNTEC 100% SILICONE FIBER 45X65 CM;KAIN POLYMICRO 90 GSM W:240 CM;0,27;M
;;RESLETING JEPANG 25 CM ;1;PCS
;;BENANG JAHIT POLYESTER WHITE D0004 ;0,0026;PCS
;;PLASTIK PE 50X75 CM 70 MICRON ;0,05;KG
;;KERTAS LABEL SYNTEC 100% SILICONE FIBER ;1;PCS
;;KAIN SLS/SFS EX MARGARETH 152 CM (A) ;0,08;M
;;POLYESTER 7DX64MM TRIKARSA ;0,7;KG
;;;;
